Count,GSR
2995,499
2996,495
2997,495
2998,496
2999,494
3000,495
3001,495
3002,496
3003,499
3004,495
3005,495
3006,495
3007,497
3008,494
3009,494
3010,495
3011,496
3012,498
3013,494
3014,495
3015,496
3016,497
3017,494
3018,495
3019,495
3020,495
3021,497
3022,493
3023,495
3024,497
3025,493
3026,495
3027,495
3028,494
3029,497
3030,493
3031,493
3032,494
3033,496
3034,492
3035,495
3036,492
3037,495
3038,492
3039,495
3040,492
3041,496
3042,492
3043,495
3044,498
3045,500
3046,495
3047,498
3048,495
3049,500
3050,496
3051,499
3052,496
3053,498
3054,495
3055,499
3056,496
3057,499
3058,501
3059,503
3060,499
3061,501
3062,499
3063,503
3064,501
3065,503
3066,500
3067,504
3068,500
3069,502
3070,501
3071,504
3072,499
3073,501
3074,498
3075,501
3076,498
3077,501
3078,497
3079,501
3080,500
3081,502
3082,500
3083,504
3084,502
3085,505
3086,505
3087,508
3088,510
3089,504
3090,507
3091,502
3092,505
3093,503
3094,505
3095,502
3096,505
3097,504
3098,507
3099,505
3100,508
3101,504
3102,508
3103,502
3104,502
3105,505
3106,508
3107,504
3108,506
3109,503
3110,507
3111,503
3112,506
3113,503
3114,506
3115,503
3116,506
3117,503
3118,505
3119,509
3120,504
3121,508
3122,509
3123,512
3124,506
3125,509
3126,506
3127,509
3128,506
3129,510
3130,507
3131,512
3132,510
3133,512
3134,509
3135,512
3136,508
3137,512
3138,509
3139,512
3140,510
3141,513
3142,510
3143,513
3144,509
3145,512
3146,510
3147,513
3148,518
3149,518
3150,521
3151,517
3152,518
3153,514
3154,518
3155,514
3156,515
3157,512
3158,515
3159,513
3160,516
3161,513
3162,518
3163,515
3164,518
3165,520
3166,518
3167,522
3168,519
3169,525
3170,521
3171,524
3172,527
3173,528
3174,528
3175,530
3176,522
3177,525
3178,521
3179,525
3180,520
3181,521
3182,518
3183,521
3184,518
3185,521
3186,517
3187,521
3188,520
3189,522
3190,519
3191,522
3192,528
3193,526
3194,526
3195,520
3196,522
3197,522
3198,525
3199,526
3200,521
3201,524
3202,520
3203,523
3204,519
3205,522
3206,520
3207,521
3208,520
3209,522
3210,520
3211,523
3212,517
3213,521
3214,519
3215,521
3216,523
3217,522
3218,523
3219,519
3220,521
3221,517
3222,520
3223,518
3224,520
3225,517
3226,521
3227,517
3228,520
3229,517
3230,520
3231,517
3232,521
3233,517
3234,521
3235,514
3236,517
3237,510
3238,514
3239,510
3240,514
3241,508
3242,512
3243,508
3244,511
3245,508
3246,512
3247,508
3248,512
3249,511
3250,515
3251,513
3252,517
3253,515
3254,518
3255,514
3256,518
3257,515
3258,517
3259,511
3260,514
3261,510
3262,513
3263,509
3264,512
3265,508
3266,511
3267,508
3268,510
3269,505
3270,508
3271,506
3272,509
3273,506
3274,509
3275,505
3276,509
3277,504
3278,509
3279,505
3280,510
3281,506
3282,515
3283,506
3284,511
3285,505
3286,509
3287,505
3288,509
3289,505
3290,509
3291,508
3292,512
3293,509
3294,515
3295,512
3296,515
3297,511
3298,515
3299,513
3300,514
3301,511
3302,515
3303,510
3304,515
3305,515
3306,518
3307,517
3308,525
3309,514
3310,518
3311,513
3312,516
3313,511
3314,516
3315,512
3316,516
3317,513
3318,516
3319,510
3320,514
3321,510
3322,514
3323,511
3324,515
3325,511
3326,515
3327,510
3328,514
3329,512
3330,517
3331,513
3332,516
3333,516
3334,515
3335,516
3336,515
3337,513
3338,516
3339,513
3340,517
3341,514
3342,520
3343,516
3344,526
3345,518
3346,524
3347,516
3348,519
3349,516
3350,521
3351,521
3352,524
3353,522
3354,527
3355,520
3356,522
3357,514
3358,518
3359,512
3360,517
3361,513
3362,516
3363,514
3364,519
3365,518
3366,521
3367,523
3368,522
3369,521
3370,523
3371,516
3372,520
3373,515
3374,520
3375,517
3376,519
3377,521
3378,520
3379,521
3380,519
3381,522
3382,519
3383,523
3384,523
3385,527
3386,517
3387,519
3388,516
3389,521
3390,516
3391,520
3392,516
3393,520
3394,517
3395,523
3396,522
3397,526
3398,521
3399,525
3400,518
3401,523
3402,515
3403,519
3404,514
3405,518
3406,513
3407,517
3408,514
3409,517
3410,513
3411,516
3412,513
3413,516
3414,513
3415,517
3416,514
3417,517
3418,514
3419,517
3420,514
3421,519
3422,516
3423,521
3424,515
3425,519
3426,514
3427,518
3428,516
3429,520
3430,516
3431,520
3432,516
3433,522
3434,516
3435,520
3436,516
3437,523
3438,515
3439,517
3440,520
3441,519
3442,521
3443,515
3444,519
3445,516
3446,519
3447,518
3448,522
3449,518
3450,523
3451,526
3452,528
3453,525
3454,529
3455,525
3456,527
3457,527
3458,527
3459,528
3460,526
3461,522
3462,520
3463,523
3464,520
3465,524
3466,518
3467,524
3468,516
3469,520
3470,515
3471,519
3472,514
3473,519
3474,514
3475,518
3476,514
3477,519
3478,515
3479,519
3480,518
3481,522
3482,517
3483,520
3484,517
3485,520
3486,516
3487,520
3488,518
3489,522
3490,523
3491,525
3492,518
3493,521
3494,520
3495,524
3496,523
3497,527
3498,525
3499,525
3500,521
3501,522
3502,517
3503,520
3504,517
3505,522
3506,518
3507,524
3508,516
3509,526
3510,519
3511,525
3512,522
3513,525
3514,521
3515,525
3516,521
3517,525
3518,522
3519,529
3520,532
3521,530
3522,520
3523,523
3524,518
3525,522
3526,517
3527,521
3528,517
3529,523
3530,520
3531,524
3532,526
3533,526
3534,526
3535,524
3536,519
3537,522
3538,521
3539,523
3540,521
3541,526
3542,520
3543,523
3544,518
3545,523
3546,517
3547,522
3548,522
3549,526
3550,529
3551,524
3552,527
3553,522
3554,528
3555,529
3556,531
3557,525
3558,528
3559,521
3560,524
3561,518
3562,522
3563,519
3564,522
3565,522
3566,526
3567,521
3568,525
3569,525
3570,528
3571,527
3572,529
3573,525
3574,533
3575,524
3576,522
3577,520
3578,521
3579,523
3580,519
3581,522
3582,518
3583,522
3584,519
3585,522
3586,523
3587,519
3588,523
3589,521
3590,524
3591,522
3592,525
3593,530
3594,528
3595,528
3596,530
3597,525
3598,528
3599,518
3600,521
3601,515
3602,520
3603,514
3604,524
3605,513
3606,518
3607,513
3608,518
3609,514
3610,520
3611,513
3612,518
3613,514
3614,519
3615,521
3616,525
3617,527
3618,530
3619,531
3620,533
3621,526
3622,530
3623,529
3624,528
3625,519
3626,522
3627,517
3628,520
3629,517
3630,519
3631,514
3632,516
3633,513
3634,516
3635,514
3636,517
3637,512
3638,516
3639,512
3640,516
3641,512
3642,518
3643,512
3644,521
3645,512
3646,522
3647,512
3648,517
3649,515
3650,518
3651,516
3652,520
3653,515
3654,520
3655,515
3656,519
3657,514
3658,517
3659,513
3660,518
3661,514
3662,518
3663,520
3664,516
3665,518
3666,514
3667,516
3668,514
3669,517
3670,513
3671,517
3672,517
3673,518
3674,527
3675,515
3676,524
3677,516
3678,523
3679,514
3680,518
3681,512
3682,515
3683,511
3684,515
3685,511
3686,516
3687,514
3688,518
3689,512
3690,516
3691,511
3692,516
3693,512
3694,515
3695,515
3696,520
3697,517
3698,521
3699,519
3700,519
3701,518
3702,519
3703,516
3704,519
3705,516
3706,517
3707,514
3708,515
3709,521
3710,514
3711,518
3712,515
3713,520
3714,515
3715,520
3716,516
3717,519
3718,514
3719,518
3720,514
3721,517
3722,521
3723,515
3724,519
3725,513
3726,518
3727,516
3728,520
3729,517
3730,521
3731,516
3732,520
3733,517
3734,521
3735,516
3736,519
3737,514
3738,519
3739,515
3740,520
3741,517
3742,522
3743,524
3744,522
3745,520
3746,522
3747,522
3748,526
3749,518
3750,519
3751,522
3752,517
3753,517
3754,522
3755,516
3756,517
3757,521
3758,515
3759,518
3760,520
3761,515
3762,519
3763,522
3764,517
3765,523
3766,524
3767,521
3768,518
3769,522
3770,516
3771,518
3772,520
3773,520
3774,516
3775,519
3776,514
3777,515
3778,519
3779,514
3780,515
3781,520
3782,515
3783,517
3784,519
3785,514
3786,519
3787,520
3788,516
3789,518
3790,521
3791,518
3792,517
3793,520
3794,516
3795,519
3796,517
3797,519
3798,524
3799,519
3800,529
3801,522
3802,525
3803,516
3804,519
3805,514
3806,514
3807,518
3808,513
3809,513
3810,516
3811,512
3812,517
3813,512
3814,516
3815,512
3816,517
3817,513
3818,515
3819,515
3820,516
3821,516
3822,518
3823,512
3824,514
3825,513
3826,515
3827,516
3828,518
3829,514
3830,519
3831,517
3832,513
3833,513
3834,516
3835,519
3836,515
3837,517
3838,518
3839,514
3840,514
3841,513
3842,516
3843,510
3844,511
3845,515
3846,510
3847,511
3848,514
3849,514
3850,514
3851,510
3852,510
3853,511
3854,511
3855,517
3856,509
3857,510
3858,517
3859,510
3860,509
3861,513
3862,508
3863,512
3864,508
3865,509
3866,513
3867,509
3868,510
3869,513
3870,511
3871,509
3872,511
3873,516
3874,514
3875,508
3876,509
3877,509
3878,514
3879,508
3880,509
3881,513
3882,509
3883,510
3884,514
3885,510
3886,511
3887,514
3888,509
3889,510
3890,514
3891,509
3892,510
3893,513
3894,513
3895,510
3896,514
3897,509
3898,510
3899,515
3900,509
3901,509
3902,511
3903,509
3904,510
3905,514
3906,509
3907,511
3908,515
3909,512
3910,514
3911,517
3912,513
3913,516
3914,518
3915,518
3916,514
3917,517
3918,514
3919,515
3920,515
3921,509
3922,511
3923,515
3924,510
3925,514
3926,515
3927,513
3928,512
3929,516
3930,510
3931,511
3932,517
3933,511
3934,511
3935,514
3936,510
3937,512
3938,516
3939,510
3940,512
3941,517
3942,512
3943,514
3944,518
3945,517
3946,520
3947,521
3948,513
3949,519
3950,521
3951,515
3952,519
3953,513
3954,517
3955,511
3956,515
3957,510
3958,514
3959,510
3960,515
3961,510
3962,515
3963,510
3964,515
3965,510
3966,514
3967,510
3968,515
3969,511
3970,517
3971,512
3972,516
3973,510
3974,515
3975,510
3976,514
3977,509
3978,516
3979,510
3980,514
3981,509
3982,513
3983,509
3984,513
3985,509
3986,513
3987,510
3988,513
3989,509
3990,512
3991,508
3992,512
3993,508
3994,513
3995,509
3996,515
3997,509
3998,514
3999,508
4000,513
4001,508
4002,513
4003,508
4004,514
4005,511
4006,514
4007,510
4008,513
4009,508
4010,513
4011,510
4012,514
4013,512
4014,513
4015,512
4016,513
4017,516
4018,516
4019,515
4020,511
4021,514
4022,508
4023,513
4024,508
4025,513
4026,507
4027,514
4028,507
4029,517
4030,507
4031,513
4032,508
4033,512
4034,508
4035,512
4036,508
4037,513
4038,508
4039,513
4040,509
4041,512
4042,509
4043,513
4044,510
4045,513
4046,508
4047,513
4048,508
4049,513
4050,509
4051,513
4052,508
4053,518
4054,508
4055,513
4056,508
4057,513
4058,510
4059,515
4060,511
4061,516
4062,510
4063,514
4064,509
4065,514
4066,509
4067,513
4068,509
4069,513
4070,504
4071,507
4072,511
4073,511
4074,515
4075,510
4076,514
4077,510
4078,514
4079,510
4080,514
4081,509
4082,513
4083,509
4084,515
4085,511
4086,511
4087,515
4088,509
4089,514
4090,509
4091,514
4092,509
4093,514
4094,511
4095,515
4096,512
4097,516
4098,510
4099,515
